TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
NDCO,90537,G6542210,16MAY2002,26MAR2009,1
NDCO,90537,H5833N10,16APR2009,19NOV2013,1
NDCO,90537,G6543110,19DEC2013,30DEC2016,1
NEC,47028,63577110,14FEB1980,10JUN1997,1
NEM,21207,65163910,15JAN1976,30DEC2016,1
NES,23499,64400110,15JAN1976,22MAR2000,1
NFBC,58094,65942410,02SEP1982,30NOV2006,1
NFG,25590,63618010,14OCT1976,30DEC2016,1
NFLX,89393,64110L10,15AUG2002,30DEC2016,1
NFX,79915,65129010,20JAN1994,30DEC2016,1
NG,20570,63631610,15JAN1976,29APR1986,1
NGCO,79510,63631710,16DEC1993,20SEP1995,1
NGE,24096,64984010,15JAN1976,30APR1998,1
NGE,24096,29266M10,14MAY1998,16SEP2008,1
NGL,79925,89592610,14APR1994,13MAR1995,1
NGL,81594,62912110,16MAR1995,06JUL1998,1
NGL,81594,26816L10,16JUL1998,01FEB2000,1
NGL,90352,26816Q10,17FEB2000,02APR2007,1
NGL,90352,26817G10,19APR2007,24MAY2010,1
NGL,90352,26817G30,17JUN2010,02OCT2012,1
NGL,90352,26817R10,18OCT2012,30DEC2016,1
NGVT,16044,45688C10,16JUN2016,30DEC2016,1
NGX1,49955,66641610,20JUL1978,25OCT2011,1
NHLI,12062,63633F10,17AUG1989,07JUN1994,1
NHLI,12062,63633E10,16JUN1994,30APR1995,1
NHLI,12062,50540R10,18MAY1995,03MAY2000,1
NHLI,12062,50540R40,18MAY2000,30DEC2016,1
NI,38762,66526210,15JAN1976,03MAR1988,1
NI,38762,62914010,17MAR1988,14APR1999,1
NI,38762,65473P10,15APR1999,30DEC2016,1
NII,19019,63654010,17NOV1983,12OCT1994,1
NII,19019,35190410,20OCT1994,06MAR1997,1
NII,19019,05349F10,20MAR1997,29JAN1999,1
NII,,,18FEB1999,10SEP2003,6
NIKE,57665,65410610,20MAY1982,30DEC2016,1
NL,13303,62915610,19MAY1977,22DEC1988,1
NL,13303,62915640,19JAN1989,30DEC2016,1
NLC,41179,62985310,15JAN1976,20DEC1999,1
NLSN,12542,N6321810,17FEB2011,30AUG2015,1
NLSN,12542,G6518L10,17SEP2015,30DEC2016,1
NLT,54615,62916110,15JAN1976,04NOV1982,1
NLV,77644,65290710,14AUG1997,01FEB1998,1
NLV,77644,37012010,19FEB1998,05JAN2000,1
NME,52337,63688610,15JAN1976,25JUN1995,1
NME,52337,88033G10,20JUL1995,10OCT2012,1
NME,52337,88033G40,18OCT2012,30DEC2016,1
NMK,24184,65352210,15JAN1976,18MAR1999,1
NMK,24184,65352010,15APR1999,31JAN2002,1
NOAX,10062,62908710,16JUL1987,14NOV1989,1
NOAX,10062,29409K10,14DEC1989,22JUN1998,1
NOAX,10062,29409K60,16JUL1998,01SEP1999,1
NOB,38703,66733210,15JAN1976,16APR1980,5
NOB,38703,66938010,29APR1983,02NOV1998,1
NOB,38703,94974610,19NOV1998,30DEC2016,1
NOBE,57817,65566410,15JAN1976,30DEC2016,1
NOC,24766,66680710,15JAN1976,30DEC2016,1
NOI,84032,63707110,19DEC1996,30DEC2016,1
NOVL,90609,67000610,19JUN1986,27APR2011,1
NOXL,58596,67014820,15JAN1976,30NOV1989,1
NRG,88232,62937710,15JUN2000,03JUN2002,1
NRGE,90071,62937750,25MAR2004,30DEC2016,1
NRT,39300,66860510,15JAN1976,08AUG1990,1
NS,19019,63784410,15JAN1976,12SEP1983,1
NSC,28193,63777610,15JAN1976,15AUG1978,5
NSC,64311,65584410,25JUN1982,30DEC2016,1
NSC1,,,19JAN1995,17JAN1996,6
NSC1,82196,24791610,18JAN1996,13MAR1996,1
NSC1,82196,24791620,17OCT1996,30DEC2016,1
NSI,46447,66870710,14APR1977,08SEP1983,1
NSI,22066,63765710,04APR1984,06JAN2002,1
NSI,22066,63765720,17JAN2002,12JUN2003,1
NSM,51377,63764010,15JAN1976,23SEP2011,1
NSP,23931,66577210,15JAN1976,20AUG2000,1
NSP,23931,98389B10,14SEP2000,30DEC2016,1
NT,58640,66581510,20JAN1977,29APR1999,1
NT,58640,65656910,20MAY1999,30APR2000,1
NT,58640,65656810,18MAY2000,30NOV2006,1
NT,58640,65656850,14DEC2006,13JAN2009,1
NT,,,19FEB2009,31DEC2014,6
NTAP,82598,64120L10,18JAN1996,25MAR2008,1
NTAP,82598,64110D10,17APR2008,30DEC2016,1
NTRS,58246,66585910,07MAR1978,30DEC2016,1
NTY,13370,63809710,20JUL1978,27JAN1982,1
NU,44206,66439710,15JAN1976,18FEB2015,1
NU,44206,30040W10,19FEB2015,30DEC2016,1
NUE,34817,67034610,15JAN1976,30DEC2016,1
NVB,83824,45325870,17OCT1996,14DEC2000,1
NVDA,86580,67066G10,18MAR1999,30DEC2016,1
NVLS,12067,67000810,15SEP1988,04JUN2012,1
NWA,21485,66728110,15JAN1976,20MAY1984,1
NWA,21485,62945J10,20DEC1984,26JUL1989,1
NWAC,80345,66728010,19MAY1994,23SEP2005,1
NWAC,,,20OCT2005,13JUN2007,6
NWAC,92013,66728040,14JUN2007,29OCT2008,1
NWEN,58318,66745130,19MAR1981,31DEC1981,1
NWL,60986,65119210,14SEP1978,23MAR1999,1
NWL,60986,65122910,15APR1999,30DEC2016,1
NWP,58659,66744610,19MAR1981,30NOV1983,5
NWP,68590,64928910,25OCT1985,30JUL1987,1
NWP,68590,64927610,20AUG1987,02JUN1989,1
NWS,69593,65248770,19FEB1987,19NOV2003,1
NWS,69593,65248770,16SEP2004,02NOV2004,1
NWS,90442,65248E20,18NOV2004,19JAN2005,1
NWS,90441,65248E10,20JAN2005,30JUN2013,1
NWS,90441,90130A10,18JUL2013,30DEC2016,1
NWS/1,69593,65248770,20NOV2003,15SEP2004,1
NWS/1,90441,65248E10,18NOV2004,19JAN2005,1
NWS/1,90442,65248E20,20JAN2005,30JUN2013,1
NWS/1,90442,90130A20,18JUL2013,30DEC2016,1
NWSV,13963,65249B10,18JUL2013,30DEC2016,1
NWT,21995,66752810,15JAN1976,31JUL1985,1
NYN,66018,67076810,16FEB1984,14AUG1997,1
NYT,47466,65011110,15JAN1976,30DEC2016,1
NYX,91143,62949W10,16MAR2006,03APR2007,1
NYX,91143,62949110,19APR2007,12NOV2013,1
OAT,24539,74740210,15JAN1976,02AUG2001,1
OCF,24811,69073410,15JAN1976,05NOV1986,1
OCF,24811,69073420,15JAN1987,02JAN1996,1
OCF,24811,69073F10,18JAN1996,18DEC2002,1
OCF,,,17JUN2004,18OCT2006,6
OCF,91531,69074210,01NOV2006,30DEC2016,1
ODEP,75573,67622010,20OCT1988,30DEC2016,1
OEC,23026,67734710,15JAN1976,09NOV1997,1
OEC,23026,33793210,20NOV1997,30DEC2016,1
OG,34841,67634610,14JUL1977,13MAR2001,1
OG,34841,22281N10,15MAR2001,28MAR2002,1
OG,,,18APR2002,05OCT2004,6
OI1,13661,69076810,15JAN1976,23MAR1987,1
OI1,77157,69076840,20FEB1992,30DEC2016,1
OKE,25232,68267810,10DEC1980,27NOV1997,1
OKE,25232,68268010,18DEC1997,30DEC2016,1
OKEN,59345,67983310,18AUG1983,02APR2001,1
OLN,13610,68066520,15JAN1976,30DEC2016,1
OM,20394,69002010,15JAN1976,30SEP1997,1
OMC,51799,57789610,15JAN1976,05MAY1981,1
ONE,65138,05943810,22OCT1979,01OCT1998,1
ONE,65138,06423A10,15OCT1998,30JUN2004,1
ORCL,10104,68389X10,19JUN1986,30DEC2016,1
ORLY,79103,68609110,15JUL1993,29DEC2010,1
ORLY,79103,67103H10,20JAN2011,30DEC2016,1
OVT,39394,69032610,15JAN1976,15DEC1986,1
OXY,34833,67459910,15JAN1976,30DEC2016,1
P,13928,71850710,15JAN1976,02SEP2002,1
P,13928,20825C10,19SEP2002,30DEC2016,1
PABT,59416,69371520,15JAN1976,08MAY1985,1
PAC,66026,69489010,16FEB1984,31MAR1997,1
PACC,64531,74388910,15JAN1976,31AUG1987,1
PACC,64531,74388930,17SEP1987,26DEC1995,1
PACC,64531,74386210,18JAN1996,30JUN1999,1
PAMP,87800,69664210,16MAR2000,14OCT2002,1
PAMP,87800,69664220,17OCT2002,28OCT2003,1
PAMP,87800,69713P10,20NOV2003,13JUL2005,1
PAMP,87800,69664310,14JUL2005,30JUN2010,1
PAYX,61621,70432610,26AUG1983,30DEC2016,1
PBCT,12073,71019810,16FEB1989,15APR2007,1
PBCT,12073,71270410,19APR2007,30DEC2016,1
PBD,35166,70456210,15JAN1976,24OCT1985,1
PBG,86756,71340910,15APR1999,26FEB2010,1
PBI,24459,72447910,15JAN1976,30DEC2016,1
PBY,35238,71327810,20OCT1983,03FEB2016,1
PCAR,60506,69371810,16SEP1976,30DEC2016,1
PCG,13688,69430810,15JAN1976,01JAN1997,1
PCG,13688,69331C10,16JAN1997,30DEC2016,1
PCH,49744,73762810,15JAN1976,02FEB2006,1
PCH,49744,73763010,16FEB2006,30DEC2016,1
PCL2,75592,72923710,16NOV1989,30JUN1999,1
PCL2,75592,72925110,15JUL1999,19FEB2016,1
PCLB,64064,74144010,20MAY1982,21OCT1993,1
PCLN,86783,74150310,15APR1999,15JUN2003,1
PCLN,86783,74150340,19JUN2003,30DEC2016,1
PCO,18649,72570110,15JAN1976,14FEB1996,1
PCO,82797,72570188,15FEB1996,13JAN2000,1
PCST,63830,74018910,19AUG1982,29JAN2016,1
PCSW,86414,85206150,17DEC1998,22APR2004,1
PD,17806,71726510,15JAN1976,19MAR2007,1
PDCO,78034,70341210,17DEC1992,30JUN2004,1
PDCO,78034,70339510,15JUL2004,30DEC2016,1
PDI,15915,21207210,15MAR1982,15JUL1982,1
PDL1,48012,72605610,14MAY1981,12AUG1987,1
PDP,75241,70101610,15MAR1990,19FEB1991,1
PDP,75241,70101810,14MAR1991,06AUG1997,1
PDP,75241,72378710,18SEP1997,30DEC2016,1
PDQ,54447,74156210,18MAR1982,13MAY1992,1
PDQ,77880,74191710,27AUG1992,08OCT2004,1
PE,21776,71753710,15JAN1976,02JAN1994,1
PE,21776,69330410,20JAN1994,16OCT2000,1
PE,21776,30161N10,16NOV2000,30DEC2016,1
PEAB,88991,70454910,19JUL2001,30SEP2015,1
PEAB,88991,70454920,15OCT2015,13APR2016,1
PEAB,,,14APR2016,,6
PEG,23712,74456710,15JAN1976,30APR1986,1
PEG,23712,74457310,15MAY1986,30DEC2016,1
PEL,22082,69846210,01MAY1981,25APR1996,1
PEL,22082,69792610,16MAY1996,18JUN1997,1
PEP,13856,71344810,15JAN1976,30DEC2016,1
PETM,79411,71676810,14OCT1993,11MAR2015,1
PFE,21936,71708110,15JAN1976,30DEC2016,1
PFG2,89195,74251V10,23OCT2001,14NOV2001,5
PFG2,89371,69491520,03MAY2002,08SEP2010,1
PFG2,,,16SEP2010,12DEC2012,6
PFGA,89195,74251V10,15NOV2001,30DEC2016,1
PG,18163,74271810,15JAN1976,30DEC2016,1
PGL,13821,71103010,04FEB1980,21FEB2007,1
PH,41355,70109410,15JAN1976,30DEC2016,1
PHL,42753,71832010,16MAR1978,22AUG1990,1
PHM,54148,74586810,16MAR1978,07DEC1987,1
PHM,54148,69333C10,17DEC1987,30JUN1993,1
PHM,54148,74586710,15JUL1993,30DEC2016,1
PHYB,63096,72368610,15JAN1976,01OCT1999,1
PIN,24192,74446510,15JAN1976,01JUN1988,1
PIN,24192,69363210,16JUN1988,24OCT1994,1
PITS,63192,72519710,15JAN1976,19JAN1983,1
PKG,87541,69515610,17FEB2000,30DEC2016,1
PKN,27713,71404110,15JAN1976,27APR1999,1
PKN,27713,69332S10,20MAY1999,29NOV2000,1
PKN,27713,03802010,14DEC2000,30JUN2008,1
PKN,27713,03814910,17JUL2008,21NOV2008,1
PLL,35051,69642930,15JAN1976,28AUG2015,1
PLT,16870,69447810,16DEC1976,15FEB1988,1
PLT,16870,69423210,17MAR1988,26JUN1998,1
PMA,61735,20016610,19MAR1981,23APR1987,1
PMA,61735,03738910,14MAY1987,01APR2012,1
PMA,61735,G0408V10,19APR2012,30DEC2016,1
PMI,71001,74045910,24NOV1986,23NOV1999,1
PMTC,75912,69917310,18JAN1990,27FEB2006,1
PMTC,75912,69917320,16MAR2006,27JAN2013,1
PMTC,75912,69370C10,14FEB2013,30DEC2016,1
PMW,92602,71817210,31MAR2008,30DEC2016,1
PN,20984,69805710,15JAN1976,26JUN1984,1
PN,20984,69775710,18OCT1984,25SEP1991,1
PN,,,14MAY1992,02FEB1996,6
PNCF,60442,69347510,19JAN1983,30DEC2016,1
PNTA,62034,70963110,15JUN1978,28SEP2012,1
PNTA,13586,H6169Q10,18OCT2012,02JUN2014,1
PNTA,13586,G7S00T10,19JUN2014,30DEC2016,1
POM,23501,73767910,15JAN1976,01AUG2002,1
POM,23501,71329110,15AUG2002,23MAR2016,1
PPG,22509,69350610,16SEP1976,30DEC2016,1
PPL,22517,70905110,15JAN1976,17MAY1995,1
PPL,22517,69349910,12SEP1997,14FEB2000,1
PPL,22517,69351T10,17FEB2000,30DEC2016,1
PPR,,,17AUG1978,19JAN1983,6
PPR,64784,69865810,18FEB1983,07APR1986,1
PPR,64784,76152210,17APR1986,07JUL1987,1
PPW,42833,69478410,15JAN1976,14JUN1984,1
PPW,42833,69511410,19JUL1984,29NOV1999,1
PRD,26438,73109510,15JAN1976,09OCT2001,1
PRD,,,15NOV2001,10SEP2003,6
PRGO,77182,71429010,16APR1992,18DEC2013,1
PRGO,77182,G9782210,19DEC2013,30DEC2016,1
PRI2,76090,74342A10,15MAR1990,02JUL1995,1
PRI2,76090,41361910,20JUL1995,25JAN2008,1
PRM,60337,74155510,15JUN1978,30JAN1990,1
PRMC,93330,74164M10,15APR2010,30DEC2016,1
PRMC,,,16FEB2017,,6
PROG,64390,74331510,15JAN1976,30DEC2016,1
PRU,89258,74432010,17JAN2002,30DEC2016,1
PRUD,82303,74435W10,16NOV1995,27MAY1996,1
PRUD,82303,29980810,20JUN1996,23FEB2000,1
PRUD,82303,G3223R10,16MAR2000,30DEC2016,1
PRX,,,17MAR1977,16NOV1977,6
PRX,39992,74625210,31OCT1978,10AUG1982,1
PSB,,,15JAN1976,13MAY1981,6
PSB,27596,71742510,21MAY1981,06MAY1986,1
PSB,27596,79549B10,15MAY1986,26NOV1997,1
PSFT,78083,71271310,17DEC1992,07JAN2005,1
PSR,22613,74444810,15JAN1976,03AUG1997,1
PSVB,10562,70758310,18DEC1986,20DEC1987,1
PSVB,10562,84590510,14JAN1988,29JAN2009,1
PSXX,13356,71854610,17MAY2012,30DEC2016,1
PSY,16360,72151010,15JAN1976,10JAN1989,1
PT,76608,71582510,18APR1991,11MAY1995,1
PTRA,64451,74344510,18AUG1983,23MAR1995,1
PTRA,64451,81414110,18MAY1995,06JUL1998,1
PTRA,64451,03958110,16JUL1998,29OCT2001,1
PTRA,64451,03958310,15NOV2001,05OCT2007,1
PTRW,10138,74147710,02APR1986,28DEC2000,1
PTRW,10138,74144T10,18JAN2001,30DEC2016,1
PTW,80094,69525210,20JAN1994,05APR1994,1
PTW,80094,00949T10,14APR1994,29JUN1999,1
PUL,22787,74463510,16NOV1978,31JUL1996,1
PUL,86521,74462710,14JAN1999,27MAR2003,1
PVH,13936,71859210,15JAN1976,13JUL2011,1
PVH,13936,69365610,14JUL2011,30DEC2016,1
PWER,85516,73930810,20NOV1997,14JUN2010,1
PWER,85516,73930R10,17JUN2010,25JUL2013,1
PWJ,54463,69562910,17AUG1978,03NOV2000,1
PWR1,85792,74762E10,19MAR1998,30DEC2016,1
PX1,77768,74005P10,16JUL1992,30DEC2016,1
PYPLV,15488,70450Y10,20JUL2015,30DEC2016,1
PZB,18649,72570110,15FEB1996,04MAY2003,1
PZB,18649,10969610,15MAY2003,30DEC2016,1
PZL,35211,70990310,15JAN1976,30DEC1998,1
PZL,35211,70931Q10,14JAN1999,17AUG1999,1
QCOM,77178,74752510,20FEB1992,30DEC2016,1
QEP,93422,74733V10,15JUL2010,30DEC2016,1
QLGC,80266,74727710,19MAY1994,16AUG2016,1
QQUN,13911,74876Y10,20JUN2013,30DEC2016,1
QRVO,85035,74736K10,15JAN2015,30DEC2016,1
QTRN,80470,74876710,16JUN1994,25SEP2003,1
QWST,85032,74912110,14AUG1997,31MAR2011,1
R,14912,90916010,15JAN1976,24SEP1985,1
RAD,46922,76775410,15JAN1976,30DEC2016,1
RAL,28353,75127710,15JAN1976,01AUG1993,1
RAL,28353,75127730,16SEP1993,12DEC2001,1
RAL1,85072,73157210,17JUL1997,15AUG2011,1
RAL1,85072,75121210,18AUG2011,30DEC2016,1
RAM,45014,75132810,15JAN1976,20DEC1989,1
RATN,12076,75410620,16MAR1989,13SEP1993,1
RATN,12076,82668L10,16SEP1993,20JUL1997,1
RATN,12076,82668L88,14AUG1997,03SEP1997,1
RATN,12076,82668L87,18SEP1997,10SEP2008,1
RATN,12076,G8127610,18SEP2008,30DEC2016,1
RB,46228,75528110,15JAN1976,04SEP1989,1
RB,46228,75528170,14SEP1989,04OCT1992,1
RB,46228,75528180,14JAN1993,01JAN1998,1
RBD,26884,78108810,15JAN1976,24MAR1999,1
RBOK,91380,75811010,19DEC1985,31JAN2006,1
RCA,14090,74928510,15JAN1976,09JUN1986,1
RCC,21303,78024010,15JAN1976,29JUN1984,1
RCC,44863,75490410,16JUL1987,26APR1995,1
RCL,79145,V7780T10,15JUL1993,30DEC2016,1
RD,25267,78025760,02MAR1981,17JAN1989,1
RD,25267,78025770,16FEB1989,29JUN1997,1
RD,25267,78025780,17JUL1997,17AUG2005,1
RD,90794,78025920,18AUG2005,30DEC2016,1
RDC,45495,77938210,15JAN1976,03MAY2012,1
RDC,45495,G7665A10,17MAY2012,30DEC2016,1
RDR,27633,78354910,15JAN1976,30DEC2016,1
RDS,41662,76133810,15JAN1976,29DEC1986,1
RE,41486,75764010,20JUL1978,22DEC1988,1
RE,79619,75764210,18NOV1993,24OCT1996,1
REE,26307,75945710,15JAN1976,27DEC1979,1
REE,,,18JUN1992,31DEC1993,6
REG,79782,75893910,18AUG1994,11FEB2001,1
REG,79782,75884910,15FEB2001,30DEC2016,1
REGN,76614,75886F10,16MAY1991,30DEC2016,1
REN,64477,77570910,20JAN1983,15MAY1997,1
REN,64477,50730L10,19JUN1997,30JUN1998,1
REN,64477,78648R10,16JUL1998,30NOV1998,1
REN,64477,78648R20,17DEC1998,09JUN2000,1
REN,,,15JUN2000,12FEB2004,6
RES2,81736,76115210,14SEP1995,30DEC2016,1
RES2,,,20APR2017,,6
REV,25988,76152510,15JAN1976,26DEC1985,1
REV,82859,76152550,18APR1996,15SEP2008,1
REV,82859,76152560,18SEP2008,30DEC2016,1
REX,21119,76168810,15JAN1976,30APR1987,1
RFMD,85035,74994110,17JUL1997,01JAN2015,1
RGI,48258,76710010,19MAY1977,19NOV1984,1
RHAT,87184,75657710,16SEP1999,30DEC2016,1
RIG,79237,83542010,16DEC1993,04SEP1996,1
RIG,79237,89381710,19SEP1996,31MAY1999,1
RIG,79237,G9007610,17JUN1999,30DEC1999,1
RIG,79237,G9007810,20JAN2000,26NOV2007,1
RIG,79237,G9007310,20DEC2007,18DEC2008,1
RIG,79237,H8817H10,15JAN2009,30DEC2016,1
RIG,,,19JAN2017,,6
RJFN,69649,74960410,20OCT1983,01MAR1987,1
RJFN,69649,75473010,19MAR1987,30DEC2016,1
RJR,14218,76175310,15JAN1976,27APR1986,1
RJR,14218,74960L10,15MAY1986,28APR1989,1
RJRW,86946,76182K10,17JUN1999,01AUG2004,1
RJRW,86946,76171310,19AUG2004,30DEC2016,1
RKTN,80361,77273920,14APR1994,01JUL2015,1
RKTN,21186,96145D10,17SEP2015,30DEC2016,1
RLGY,13622,75605Y10,20DEC2012,30DEC2016,1
RLM,18921,76176310,15JAN1976,03MAY2000,1
RLTY,81045,75610910,19OCT1995,30DEC2016,1
RM,60572,77578410,15JUN1978,21NOV1984,1
RML,47490,78235210,20JUL1978,01AUG2006,1
RN,76597,74960K10,21MAR1991,12APR1995,1
RN,76597,74960K87,18MAY1995,14JUN1999,1
RN,76597,62952P10,17JUN1999,11DEC2000,1
RNB,53938,76071910,14MAY1981,31DEC1999,1
ROAD,59432,76974810,30JUL1982,01JAN1996,1
ROAD,59432,12989410,18JAN1996,27JAN1998,1
ROH,23990,77537110,15JAN1976,01APR2009,1
ROK,18948,77434710,15JAN1976,06DEC1996,1
ROK,84381,77390310,16JAN1997,30DEC2016,1
ROP,20343,77667810,15JAN1976,22APR1988,1
ROPR,77338,77669610,14MAY1992,30DEC2016,1
ROST,91556,77829610,19DEC1985,30DEC2016,1
RPT,59109,76082010,23SEP1976,14APR1982,5
RPT,59109,76083610,01JUL1982,26MAY1987,1
RPT,59109,33616010,18JUN1987,01AUG1988,1
RRI1,88992,75952B10,19JUL2001,03MAY2009,1
RRI1,88992,74971X10,14MAY2009,05DEC2010,1
RRI1,88992,37244E10,16DEC2010,14DEC2012,1
RS,14189,76077910,15JAN1976,29JUN1984,1
RSG,86228,76075910,20AUG1998,30DEC2016,1
RTC,26737,77175810,15JAN1976,02JAN1995,1
RTC,26737,35906P10,19JAN1995,28SEP1999,1
RTN,24942,75511110,15JAN1976,17DEC1997,1
RTN,24942,75511140,15JAN1998,13MAY2001,1
RTN,24942,75511150,14JUN2001,30DEC2016,1
RVB,17646,76140610,15JAN1976,04DEC1986,1
RVI,62674,76328210,19MAR1981,12NOV1985,1
RVS,23050,75855610,20JUL1978,02JUL1982,1
RWIN,76282,76093410,19DEC1991,27NOV1995,1
RWIN,76282,76051610,14DEC1995,05APR1999,1
RWIN,76282,05329W10,15APR1999,30DEC2016,1
RXR,77641,76133910,18JUN1992,29MAY1997,1
RYAN,68049,78351910,17MAR1983,06JUN2004,1
RYAN,68049,78352010,17JUN2004,01NOV2006,1
RYC,64346,75460310,15JAN1976,12AUG1999,1
RYI,14855,78375410,18SEP2014,30DEC2016,1
RYN,52062,78349810,15JAN1976,22JUN1987,1
RYN,69569,62891210,16JUL1987,28SEP1993,1
RYN,79785,62944T10,16DEC1993,30DEC2016,1
RYR,25718,78377110,15MAR1984,18FEB1997,1
RZC,13267,12768610,16FEB2012,30DEC2016,1
S,14322,81238710,15JAN1976,24MAR2005,1
SA,17291,78651410,15JAN1976,24NOV1986,1
SAA,42999,79985010,15DEC1977,13AUG1986,1
SAF,39896,80203710,15JAN1976,07DEC1981,1
SAFC,59440,78642910,15JAN1976,22SEP2008,1
SAIC,91547,78390X10,13OCT2006,29SEP2013,1
SAIC,91547,52532710,17OCT2013,30DEC2016,1
SANM,79108,80090710,17JUN1993,16AUG2009,1
SANM,79108,80090720,20AUG2009,14NOV2012,1
SANM,79108,80105610,15NOV2012,30DEC2016,1
SAPE,83413,80306210,16MAY1996,05FEB2015,1
SB,14533,85313910,15JAN1976,02JUL1981,1
SBAC,86996,78388J10,15JUL1999,30DEC2016,1
SBAC,,,19JAN2017,,6
SBC,66093,84533310,16FEB1984,30APR1995,1
SBC,66093,78387G10,18MAY1995,20NOV2005,1
SBC,66093,00206R10,15DEC2005,30DEC2016,1
SBUX,77702,85524410,20AUG1992,30DEC2016,1
SCE,15720,84240010,15JAN1976,30JUN1988,1
SCE,15720,78388210,14JUL1988,04FEB1996,1
SCE,15720,28102010,15FEB1996,30DEC2016,1
SCG,23085,83700410,15JAN1976,30DEC1984,1
SCG,23085,80589810,17JAN1985,10FEB2000,1
SCG,23085,80589M10,17FEB2000,30DEC2016,1
SCH,75186,80851310,22SEP1987,30DEC2016,1
SCI,25611,86213110,15JAN1976,05DEC1985,1
SCM,20474,78401510,16FEB1978,31MAR1986,1
SCO,24336,81064010,15JAN1976,15AUG1985,1
SCV,56186,78387810,15JAN1976,21SEP1984,1
SDC,85080,G7805C10,17JUL1997,20NOV2001,1
SDC,85080,G3930E10,20DEC2001,26NOV2007,1
SDO,25208,79744010,15JAN1976,01JAN1996,1
SDO,25208,29355210,18JAN1996,26JUN1998,1
SDO,86136,81685110,16JUL1998,30DEC2016,1
SEAA,89641,G7945J10,19DEC2002,05JUL2010,1
SEAA,89641,G7945M10,15JUL2010,30DEC2016,1
SEBL,83693,82617010,15AUG1996,31JAN2006,1
SED,48549,81524610,15JAN1976,24DEC1984,1
SEE,61049,81211510,15DEC1977,31MAR1998,1
SEE,85926,81211K10,16APR1998,30DEC2016,1
SEQ,64653,86211010,18AUG1983,16NOV1995,1
SEQ,64653,74460D10,18APR1996,30DEC2016,1
SERA,76624,82648510,20JUN1991,12JUN1997,1
SERA,76624,69344F10,19JUN1997,14JAN2016,1
SEWI,91650,84756010,18JAN2007,30DEC2016,1
SFA,45671,80865510,15JAN1976,24FEB2006,1
SFF,46682,80202010,15JAN1976,23DEC1983,1
SFN,40723,78415010,21FEB1980,01FEB1985,1
SFR,47562,80622810,17AUG1978,13MAY1981,1
SFR1,76122,80201210,20DEC1990,05MAY1999,1
SFR1,76122,80218K10,20MAY1999,29AUG2000,1
SFX,66069,80218310,17JAN1984,21SEP1995,1
SGAT,69607,81180410,20MAY1982,21NOV2000,1
SGI,18315,83117510,03MAY1985,11MAY1990,1
SGI,,,14JUN1990,22NOV2000,6
SGIC,10791,82705610,29OCT1986,04NOV2005,1
SGIC,91506,82705630,16NOV2006,14APR2009,1
SGL,37065,86844310,15JAN1976,05OCT1987,1
SGL,,,15OCT1987,31JAN1989,6
SGN,36505,82662210,14JUL1977,18SEP1985,1
SGP,25013,80660510,15JAN1976,03NOV2009,1
SHON,70376,82503910,14APR1977,11JUL2000,1
SHON,,,20JUL2000,22FEB2002,6
SHRE,68567,78709310,19APR1984,30SEP1993,1
SHRE,86136,81685110,29JUN1998,15JUL1998,5
SHW,36468,82434810,15JAN1976,30DEC2016,1
SIAL,70536,82655210,20JUL1978,17NOV2015,1
SII,45794,83211010,15JAN1976,27AUG2010,1
SIND,80406,81413810,20APR1995,30JUN1998,1
SIND,80406,74341010,16JUL1998,02JUN2011,1
SJM,42585,83269610,20OCT1977,28AUG2000,1
SJM,42585,83269630,14SEP2000,02JUN2002,1
SJM,42585,83269640,19SEP2002,30DEC2016,1
SK,52089,82675010,20AUG1981,15JAN1986,1
SK,65066,78648410,16JAN1986,20MAY1998,1
SK1,65066,78648410,18AUG1983,15JAN1986,5
SK1,52089,82675010,16JAN1986,07SEP1990,4
SKB,26390,83237710,15JAN1976,26JUL1989,1
SKTV,78840,82774010,15AUG1996,22DEC1996,1
SKTV,78840,40429R10,16JAN1997,16FEB1998,1
SKTV,78840,90298410,19FEB1998,22JUN2003,1
SKTV,78840,45840Q10,17JUL2003,13JUL2004,1
SKTV,78840,44919P10,15JUL2004,08AUG2005,1
SKTV,78840,44919P30,18AUG2005,20AUG2008,1
SKTV,78840,44919P50,18SEP2008,30DEC2016,1
SKY,38850,83083010,15JAN1976,30DEC2016,1
SLB,14277,80685710,15JAN1976,30DEC2016,1
SLC,55351,84443610,15JAN1976,15DEC1987,1
SLCM,77015,84443640,19MAY1994,02MAY1999,1
SLCM,77015,81782610,20MAY1999,30APR2000,1
SLCM,77015,81782620,18MAY2000,09NOV2005,1
SLE,,,15JAN1976,19OCT1983,6
SLE,22840,80311110,02APR1985,28JUN2012,1
SLE,22840,43258910,19JUL2012,28AUG2014,1
SLG,85265,78440X10,16OCT1997,30DEC2016,1
SLM,66325,86387130,19APR1984,23JUL1992,1
SLM,66325,86387150,20AUG1992,07AUG1997,1
SLM,66325,78442A10,14AUG1997,02AUG2000,1
SLM,66325,90390U10,17AUG2000,19MAY2002,1
SLM,66325,78442P10,20JUN2002,30DEC2016,1
SLM,,,16FEB2017,,6
SLTN,75857,83418210,18JAN1990,01OCT2007,1
SLZ,45081,80682310,15JAN1976,10JUN1982,1
SMB,24037,86706810,15JAN1976,31DEC1981,1
SMBL,73940,87150810,18AUG1983,09JAN2007,1
